PUSHBUTTON_TYPE,INTERSECTION_ID,STATUS,ESTIMATED_YEAR_OF_IMPROVEMENT,YEAR_INSPECTED,GIS_ID,CREATED_DATE,LAST_EDITED_DATE,SE_ANNO_CAD_DATA,GLOBALID,OBJECTID,LONGITUDE,LATITUDE
None,,1,2030,2016,ADA_APSPt_1,1471459325000,1719520978000,,{D0DA2F95-F453-4068-8837-CD47E6F24CD0},1,-76.99386827087473,38.896197424014325
None,,1,2030,2016,ADA_APSPt_2,1473887674000,1719520978000,,{B7EFBE27-F836-4C6C-AA62-848D7B45A51D},2,-77.02799682592754,38.896257198822994
None,,1,2030,2016,ADA_APSPt_3,1473188968000,1719520978000,,{6E296EE8-31AB-42C3-B8EB-77304EB2F0A0},3,-77.03208312727924,38.91909340276522
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_4,,1719520978000,,{362E3752-E434-4F32-A887-4B9C593EFDF5},4,-76.96023785028983,38.86934787295954
None,,1,2030,2016,ADA_APSPt_5,1471314067000,1719520978000,,{036D45C0-3119-4556-8D1F-83D234512FC6},5,-77.02251827976781,38.97373743810536
None,,1,2030,2016,ADA_APSPt_6,1472231920000,1719520978000,,{0D3503C4-252B-4767-8AB8-78DE0CD2ACFF},6,-77.01230646690018,38.92618348739864
None,,1,2030,2016,ADA_APSPt_7,1471455789000,1719520978000,,{51DC60AD-5EC4-4930-A4DD-59E5DFFA792E},7,-76.99529869005421,38.891966532871685
None,,1,2030,2016,ADA_APSPt_8,1470764649000,1719520978000,,{A5AC378E-ABDA-4C1D-B992-09EAAAF01894},8,-77.0328276706145,38.93143917311862
None,,1,2030,2016,ADA_APSPt_9,1470439139000,1719520978000,,{00ECD7A0-A496-4668-A1A5-D094BEEAB693},9,-76.99309533213017,38.83680151169771
None,,1,2030,2016,ADA_APSPt_10,1470424796000,1719520978000,,{6CF77102-2EAF-486C-9E29-86BCC53C6B52},10,-76.94437878406723,38.90265162353606
None,,1,2030,2016,ADA_APSPt_11,1472856816000,1719520978000,,{D0349E46-C073-4958-A7D3-063E51972EC3},11,-77.03465191046585,38.91712091305505
None,,1,2030,2016,ADA_APSPt_12,1473236064000,1719520978000,,{F3EBAB32-A8BE-4A0A-B482-54AFDD1373FF},12,-77.04177412217722,38.89946970642144
None,,1,2030,2016,ADA_APSPt_13,1472156062000,1719520978000,,{D5703DCF-A745-4632-AFBE-C9D6FF615BCA},13,-76.99169771887897,38.87923210444412
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_14,1487873709000,1719520978000,,{593ADB82-F417-4330-83B0-C8F2E5CE5E66},14,-77.04895652016228,38.90227796517166
None,,1,2030,2016,ADA_APSPt_15,1473457023000,1719520978000,,{D6C9953A-0127-4F8E-901D-5D25F00E9BA6},15,-77.05318854229411,38.90518611751961
None,,1,2030,2016,ADA_APSPt_16,1472584188000,1719520978000,,{6FB5D4BB-434E-4A55-9682-95A7D6C0A252},16,-76.94974699171829,38.861328127671435
None,,1,2030,2016,ADA_APSPt_17,,1719520978000,,{1E44C00A-0D28-4F14-B43C-91519248943A},17,-77.01774281331777,38.88134645411698
None,,1,2030,2016,ADA_APSPt_18,,1719520978000,,{AA6306FE-EFE7-43D1-8D21-B6BE86A2FAEF},18,-77.03470053864582,38.91414886411049
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_19,1471989332000,1719520978000,,{515B502F-D05D-4AC4-A983-9925D4F4E7DE},19,-76.97887592862995,38.88767296576202
None,,1,2030,2016,ADA_APSPt_20,1472226233000,1719520978000,,{0E75AC0B-9BBF-47E8-93A0-377C8C64D2A5},20,-76.97911836248946,38.900966529790594
None,,1,2030,2016,ADA_APSPt_21,1471638985000,1719520978000,,{3127DB33-48FB-46BA-B3DC-8791A26FF0B7},21,-76.9854456568051,38.892105404768365
None,,1,2030,2016,ADA_APSPt_22,1470419862000,1719520978000,,{9DDBE8DA-9288-4D9C-9862-6670DAB16C04},22,-76.93822656190032,38.8896071976269
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_23,1472857320000,1719520978000,,{714977A2-570B-4F9E-8F68-1979012AE679},23,-77.0176728366781,38.883350372645005
None,,1,2030,2016,ADA_APSPt_24,1472707152000,1719520978000,,{17C5516F-6B3A-429B-B5A9-CCCD81F9F335},24,-77.02377350802402,38.88745963277642
None,,1,2030,2016,ADA_APSPt_25,1471405998000,1719520978000,,{E985FA31-8335-4C3B-B4EC-68EB384663B7},25,-77.01203322170456,38.908633965728015
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_26,1473324004000,1719520978000,,{A4A2D20E-3E9A-4A68-855A-E097C3014949},26,-77.03473290405014,38.902717103316945
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_27,1473892133000,1719520978000,,{684E43E5-C461-4043-8747-AD4ED95C6A3E},27,-77.0415838557692,38.902751138593935
None,,1,2030,2016,ADA_APSPt_28,,1719520978000,,{A541CFC3-C540-4576-BC26-0D1C89CA4B92},28,-77.00739125753906,38.87634475932341
None,,1,2030,2016,ADA_APSPt_29,1471378582000,1719520978000,,{F6A76EA4-5DBD-43D3-B227-B05E6DB894EE},29,-76.99838525487344,38.89744384412091
None,,1,2030,2016,ADA_APSPt_30,1468364910000,1719520978000,,{95A700BA-1D90-49DD-B505-2BBBC9CB0910},30,-77.07941396813754,38.94785338124553
None,,1,2030,2016,ADA_APSPt_31,1470781877000,1719520978000,,{41A9A4FD-C00A-4222-9826-BCB4A37B8BC3},31,-77.03222984527272,38.92353983328505
None,,1,2030,2016,ADA_APSPt_32,1471563234000,1719520978000,,{AC73122B-B306-441E-A990-FC4D08FD691F},32,-76.9958006589912,38.92043075035177
None,,1,2030,2016,ADA_APSPt_33,1472680015000,1719520978000,,{8094E0EB-23C7-4BD5-A250-3C28C9026139},33,-77.02002145282509,38.91416686450534
None,,1,2030,2016,ADA_APSPt_34,1470770282000,1719520978000,,{4AA6FE3C-3A85-4AC2-9EB0-27AFB945EA21},34,-76.98862755196615,38.84458268285215
None,,2,2030,2016,ADA_APSPt_35,,1719520978000,,{0E58B0E6-EAFE-4317-A4FF-C005070F850E},35,-77.02266917658123,38.87842411789941
None,,1,2030,2016,ADA_APSPt_36,1472158730000,1719520978000,,{070B7841-6C3E-4042-9E3A-F116EBE91045},36,-77.0002828983758,38.90724526296089
None,,5,2030,2016,ADA_APSPt_37,,1719520978000,,{17E8D019-5C40-4CF6-8C9A-B576AC22D228},37,-77.0297618938316,38.911072234273334
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_38,,1719520978000,,{FF67BF8F-D98B-4D03-90CE-1B814AF203C7},38,-77.0006264178728,38.876334050958945
None,,1,2030,2016,ADA_APSPt_39,1471382397000,1719520978000,,{DD63FA73-4520-4849-8011-2DD7C815A8F0},39,-77.01210697263258,38.90648553555031
None,,1,2030,2016,ADA_APSPt_40,1471558855000,1719520978000,,{4A5309F1-0ADD-4D78-A7B4-652E8C42A217},40,-76.95774414355465,38.930879060443566
Type C: Compliant version with Vibro-tactile and arrow,,5,2030,2016,ADA_APSPt_41,1472767396000,1719520978000,,{28A2DC72-0288-49B5-A742-557E5D5C6749},41,-77.04889093679047,38.90403104403163
None,,1,2030,2016,ADA_APSPt_42,1472585498000,1719520978000,,{2CF86938-A6CA-45F4-8198-A38DFC3AF766},42,-77.03212485265885,38.91564165325598
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_43,1473233297000,1719520978000,,{BE1746C4-B0F2-4E8D-974C-9FC18A52CDCD},43,-77.07268678919235,38.93474550540804
None,,1,2030,2016,ADA_APSPt_44,1471380349000,1719520978000,,{B27F87FA-BB55-4A66-ADF4-35D5AF2A3DB8},44,-76.96282796369985,38.923478926482176
None,,1,2030,2016,ADA_APSPt_45,1471898666000,1719520978000,,{BAA94205-3D62-4558-85CC-E9C2B7E59EDA},45,-77.00074374145112,38.91567062231353
None,,1,2030,2016,ADA_APSPt_46,1471560844000,1719520978000,,{D6A40BE1-BEDF-4CFC-92B6-642690C0BFB3},46,-76.99359860197187,38.920994780731206
None,,1,2030,2016,ADA_APSPt_47,1470339420000,1719520978000,,{2E429A71-EDAC-422E-BD18-C9E5FFAAD020},47,-77.02951400854222,38.917132495116476
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_48,,1719520978000,,{D433D640-93B0-4673-917F-55B7C2EDCD4B},48,-76.99106344254058,38.873238912854276
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_49,,1719520978000,,{DA571EEA-F714-4AE6-8F13-D93D65759854},49,-77.01768739950127,38.87628546928948
None,,1,2030,2016,ADA_APSPt_50,,1719520978000,,{1786E16C-52D5-4E38-A40D-2A15F5824252},50,-77.0217770955868,38.881152585662726
None,,1,2030,2016,ADA_APSPt_51,1471581807000,1719520978000,,{C2BEEA8D-1D49-48E8-BC9B-63723EACAEB1},51,-77.00050648174064,38.901442253094295
None,,1,2030,2016,ADA_APSPt_52,1471545796000,1719520978000,,{939E9097-C583-479C-ADB6-7BF0DEF46629},52,-76.99011665113258,38.89731060540557
Type B: 3-inch button (non-compliant),,1,2030,2016,ADA_APSPt_53,,1719520978000,,{D2BFAFAD-8B99-456A-BCA7-1825210B47AF},53,-77.02642990203518,38.94497167428636
None,,1,2030,2016,ADA_APSPt_54,1473892922000,1719520978000,,{45A1E9FC-CA02-479A-A8ED-241C68D25AD4},54,-77.03925115788365,38.90143620022872
None,,1,2030,2016,ADA_APSPt_55,1470773786000,1719520978000,,{EC8E3771-C736-42F1-883B-B339B69CBF55},55,-77.02983844522045,38.93228477907329
None,,1,2030,2016,ADA_APSPt_56,1470760999000,1719520978000,,{F6A6E19F-5E79-4272-AAA1-BC0B05EB6CB4},56,-76.94256612588981,38.902074128705436
None,,1,2030,2016,ADA_APSPt_57,1471048283000,1719520978000,,{1583F18A-820B-4986-8239-D32640EB31F5},57,-77.00930220681768,38.897695127075366
None,,1,2030,2016,ADA_APSPt_58,1470679339000,1719520978000,,{F29207BE-07B4-491B-9F1D-FB91FFF53E3B},58,-76.93105191343658,38.87589903426792
None,,1,2030,2016,ADA_APSPt_59,1472197757000,1719520978000,,{3DD296A3-14BE-4837-8560-C57856A983A6},59,-77.00895697630595,38.89606214551527
None,,1,2030,2016,ADA_APSPt_60,1473807293000,1719520978000,,{2F6E54B7-324C-4D21-A68A-028192D8FF19},60,-77.02799114065824,38.89525579131403
Type A : Old version (non-compliant),,1,2030,2016,ADA_APSPt_61,1471535439000,1719520978000,,{01D067CC-F414-4003-9ACE-8A0B18E77531},61,-76.98224707664563,38.901614225555576
None,,1,2030,2016,ADA_APSPt_62,,1719520978000,,{C4592A98-6981-4803-881D-16A0A9C8CF0C},62,-77.03625058520535,38.980477173387555
None,,1,2030,2016,ADA_APSPt_63,1471496311000,1719520978000,,{BDF52588-8D31-4DE1-BF4C-C1E67DA3490A},63,-77.01909710067227,38.90261303700622
None,,1,2030,2016,ADA_APSPt_64,1473709611000,1719520978000,,{F12BED14-B64B-4223-B52C-996F73A582A9},64,-77.0450182204812,38.896226092593196
None,,1,2030,2016,ADA_APSPt_65,1471388016000,1719520978000,,{7A95A3D9-E4A3-492B-A9A8-D0D2F954945C},65,-76.95766230327578,38.9199209526003
None,,1,2030,2016,ADA_APSPt_66,1471292232000,1719520978000,,{F8046863-2500-4673-A257-C0F6968648E0},66,-77.02011795964071,38.90427608633482
None,,1,2030,2016,ADA_APSPt_67,1474009028000,1719520978000,,{5BD26408-FC5A-45F6-90B7-BA82D81CE30B},67,-77.02173098528823,38.89341849476326
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_68,,1719520978000,,{F9F6566A-3EC4-467D-9B00-81DFBEF23C80},68,-77.04587283005701,38.90715628723691
None,,1,2030,2016,ADA_APSPt_69,1472223236000,1719520978000,,{8B320A2A-A4EC-410C-BEEA-DB2F247BF5F0},69,-76.97888251418185,38.901722540901304
Type B: 3-inch button (non-compliant),,1,2030,2016,ADA_APSPt_70,1471656702000,1719520978000,,{F8D8B01D-3F3C-4CA8-84BA-8048844E2C26},70,-76.97871511357732,38.94564097052361
None,,3,2030,2016,ADA_APSPt_71,,1719520978000,,{F762ADB6-C021-40B2-B51C-2E597F65D277},71,-77.04504963679807,38.90578036485851
None,,1,2030,2016,ADA_APSPt_72,1470696036000,1719520978000,,{CE8687F4-1FC8-46E6-87B2-038F9F715C33},72,-77.02837547286005,38.931881684761656
None,,1,2030,2016,ADA_APSPt_73,1474014530000,1719520978000,,{23BE199E-AA96-45CD-8CD5-1A4CF39B9307},73,-77.01902267371028,38.89994408694827
None,,1,2030,2016,ADA_APSPt_74,1470698384000,1719520978000,,{9C97BBB1-9F3D-46C1-883E-B4D03F2B599F},74,-77.007542714031,38.82912409192845
None,,1,2030,2016,ADA_APSPt_75,,1719520978000,,{5A849C66-EABD-425C-BFEF-4D6D7C876803},75,-77.03443769380738,38.90554440143759
None,,1,2030,2016,ADA_APSPt_76,1470945735000,1719520978000,,{0FC3D70D-FFAC-4A06-942A-B766282A6B26},76,-77.02943776682022,38.9049000847562
None,,1,2030,2016,ADA_APSPt_77,1470765595000,1719520978000,,{59E6E09D-6D05-4A62-9094-6F506FBC9258},77,-77.03288590508667,38.93023783287185
None,,1,2030,2016,ADA_APSPt_78,1471407562000,1719520978000,,{19697923-FA7F-4114-9FE2-498719C7CF01},78,-77.01228600427916,38.91225979221641
None,,1,2030,2016,ADA_APSPt_79,1471561052000,1719520978000,,{2D568D11-7328-4233-ADB5-1B075E7ED8E4},79,-76.98817287650446,38.88904495317629
None,,1,2030,2016,ADA_APSPt_80,1472827931000,1719520978000,,{FD58024B-E86C-4EA0-B5B0-EEB7012DA956},80,-77.06512409191761,38.910947946239254
None,,1,2030,2016,ADA_APSPt_81,1470688985000,1719520978000,,{916D60B6-91A2-42D2-BC25-1F46808495CA},81,-77.02336709406433,38.92918406233795
None,,1,2030,2016,ADA_APSPt_82,,1719520978000,,{9F8942E5-711F-4496-B4E6-F93EEB05878A},82,-77.09476550307797,38.94455919205526
,,,2030,2016,ADA_APSPt_83,,1719520978000,,{525C7ACD-5E7A-417E-B2BF-C2FBAD27903E},83,-77.0112198873901,38.88201027327806
None,,1,2030,2016,ADA_APSPt_84,1470703478000,1719520978000,,{AAA1DA01-36CC-4187-A68F-9FAF10BA8B4F},84,-77.02980241373015,38.92055016515398
None,,1,2030,2016,ADA_APSPt_85,,1719520978000,,{380F83AF-37BB-48D5-A24D-12B226E3275B},85,-77.02640472616338,38.9839025493086
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_86,1471023125000,1719520978000,,{0DACE138-A6A6-4425-87D1-CBBFF24E0583},86,-77.01225425579042,38.90036269545824
Type A : Old version (non-compliant),,1,2030,2016,ADA_APSPt_87,,1719520978000,,{597A8251-D4E7-4A13-B1B2-DE17CA6AEA21},87,-77.00893069138849,38.8814261731497
None,,1,2030,2016,ADA_APSPt_88,1471414205000,1719520978000,,{51F4CE92-B196-4749-8346-E83AE5C20E61},88,-76.99610829319764,38.88490496118035
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_89,1470259372000,1719520978000,,{A83810A8-DEE4-405A-AE4C-46E9B3D525A2},89,-77.0396781950089,38.90269405962026
None,,1,2030,2016,ADA_APSPt_90,1470788115000,1719520978000,,{76CCE179-31F2-4552-BF45-B588D4A05289},90,-77.03246453336646,38.92877106417334
None,,1,2030,2016,ADA_APSPt_91,1473391737000,1719520978000,,{1DC12904-792E-4EE8-BF37-29AE9237C9F1},91,-77.06513137474388,38.90524922790341
None,,1,2030,2016,ADA_APSPt_92,1473389574000,1719520978000,,{599FAD46-A988-4290-84CF-97333D859D48},92,-77.06788293721065,38.90495954822137
None,,1,2030,2016,ADA_APSPt_93,1474007464000,1719520978000,,{D1808053-9FF2-4BEE-AF19-139B1D9B4C50},93,-77.022083188964,38.898546586661695
None,,1,2030,2016,ADA_APSPt_94,1474014302000,1719520978000,,{DDB5EB25-54EC-41C7-B924-3ED365DD31A0},94,-77.01531571745004,38.898392883845986
None,,1,2030,2016,ADA_APSPt_95,1472763755000,1719520978000,,{49FAAC45-7158-4902-A3A2-DDDE7CE7DA4F},95,-77.03642805502759,38.9127037799431
None,,1,2030,2016,ADA_APSPt_96,1471551410000,1719520978000,,{E37FE0CE-E86B-4AEE-8EE7-EEAAF89C4043},96,-76.98881180032004,38.92131693303128
None,,1,2030,2016,ADA_APSPt_97,1472233378000,1719520978000,,{4192775A-1C13-4485-93AD-4F7001DD04CA},97,-77.01205903598809,38.89621510414309
None,,1,2030,2016,ADA_APSPt_98,1471408827000,1719520978000,,{DAF8E804-A01A-4B7E-A217-F4B32397868D},98,-76.98297030571935,38.88121646622334
None,,1,2030,2016,ADA_APSPt_99,,1719520978000,,{30382F70-D673-408C-ABA0-5169C4545C2E},99,-77.03474742988145,38.906711303761696
None,,1,2030,2016,ADA_APSPt_100,,1719520978000,,{4773AC2B-6F43-4128-B244-D4AC6194D18D},100,-77.01735336071967,38.87461561262392
None,,1,2030,2016,ADA_APSPt_101,1473894671000,1719520978000,,{FBB4FC7C-41AA-4228-973B-D4B993A835FD},101,-77.03636786402116,38.901426133318544
None,,1,2030,2016,ADA_APSPt_102,1471900053000,1719520978000,,{A11DD454-CE5B-42BF-96DB-6AA30AFCF084},102,-77.00518401033261,38.916335442676655
None,,1,2030,2016,ADA_APSPt_103,1471361209000,1719520978000,,{0C6D3C9F-DCCD-499D-AAAC-82F355C90968},103,-77.02559432624616,38.96987502874006
None,,1,2030,2016,ADA_APSPt_104,1473759103000,1719520978000,,{9FC2010E-31BA-45FB-9B43-3FB273D60D80},104,-77.0334163795528,38.89880832586249
None,,1,2030,2016,ADA_APSPt_105,1473785021000,1719520978000,,{F454368B-B538-4753-886C-4348EE73AF7B},105,-77.05369862849965,38.899206331421716
None,,1,2030,2016,ADA_APSPt_106,1473930656000,1719520978000,,{FA7AA6A6-D556-47CE-8902-727B3003DF55},106,-77.02581003495672,38.894549330347154
None,,1,2030,2016,ADA_APSPt_107,1470248399000,1719520978000,,{73E38129-D6BC-4BA1-8AAA-540101705282},107,-77.07672356637421,38.96687841056291
None,,1,2030,2016,ADA_APSPt_108,1471884593000,1719520978000,,{7B3EF5E8-70E1-491F-87CF-F79A57C37BA8},108,-77.00885945418409,38.91255188336775
Type A : Old version (non-compliant),,1,2030,2016,ADA_APSPt_109,1470939277000,1719520978000,,{97B2336E-AC23-4A4B-93DF-07D229969480},109,-76.999918690304,38.96018144391157
None,,1,2030,2016,ADA_APSPt_110,1468457615000,1719520978000,,{6671AE9B-73B4-4C41-921D-BCE66F96C04A},110,-77.09046166806291,38.95601753625666
None,,1,2030,2016,ADA_APSPt_111,1473894689000,1719520978000,,{1FFC494B-0803-4023-884A-D5051920FBF1},111,-77.03670197564558,38.901427162978734
None,,1,2030,2016,ADA_APSPt_112,1470424110000,1719520978000,,{5F8C514F-9B33-49A1-9F7C-3D6345A67EEC},112,-76.93684245759857,38.88295980666879
None,,1,2030,2016,ADA_APSPt_113,1470953072000,1719520978000,,{62B6A687-B52D-4273-931C-7408EE4C6B8E},113,-77.00604151987969,38.96841540918933
None,,1,2030,2016,ADA_APSPt_114,1471301888000,1719520978000,,{0EA446A6-4C0B-47BE-8B6B-CD8E1D09BE1D},114,-77.00211155079738,38.89476958270817
None,,1,2030,2016,ADA_APSPt_115,1472512485000,1719520978000,,{23E35601-FBEC-42B5-864C-D58A3F2A3982},115,-76.9922831155474,38.862673307957074
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_116,,1719520978000,,{7A8E5604-195D-48B3-A3EF-28599350C89C},116,-76.96201096176692,38.877942643288975
None,,1,2030,2016,ADA_APSPt_117,1472109893000,1719520978000,,{5D47D711-A64E-4036-A9AD-27D702565201},117,-77.06137955038909,38.94085490069078
None,,1,2030,2016,ADA_APSPt_118,,1719520978000,,{E7E7AC3C-90CB-4C8A-9207-4127D418BFF8},118,-77.0093511786757,38.87660641724587
None,,1,2030,2016,ADA_APSPt_119,1471496517000,1719520978000,,{31948401-1346-4C0C-AABA-72DB87B394E0},119,-77.01877879367726,38.903862662789045
None,,1,2030,2016,ADA_APSPt_120,,1719520978000,,{C9B696B4-2143-4342-8F45-A8C44D2EA65D},120,-77.03471306542801,38.91266608327525
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_121,1473363043000,1719520978000,,{1825454C-863D-40FD-ACDC-AA2F43E3DB06},121,-77.03638906323201,38.89198621373111
None,,1,2030,2016,ADA_APSPt_122,,1719520978000,,{F3F2BE04-FB08-45F2-AF03-8327143ECC80},122,-77.03182583674175,38.911231117229306
None,,1,2030,2016,ADA_APSPt_123,1470961498000,1719520978000,,{F1BAFB58-4E0D-45F3-8BB6-06ED96429905},123,-77.01353620264263,38.900115794232896
None,,1,2030,2016,ADA_APSPt_124,1472162108000,1719520978000,,{E9200AD8-28C6-40F6-801C-19EF07FFF90D},124,-76.99922523553778,38.90673996354352
None,,1,2030,2016,ADA_APSPt_125,1470416236000,1719520978000,,{21588219-F932-4DF8-8591-C4158B1075EE},125,-77.03289085906624,38.940749357687785
None,,1,2030,2016,ADA_APSPt_126,1471336486000,1719520978000,,{93AA59C9-4323-4F01-8609-819CCD928FFF},126,-76.97011423058751,38.919990938581044
None,,1,2030,2016,ADA_APSPt_127,1472844206000,1719520978000,,{0048DA6A-7A76-4CE0-B72C-1215C813E174},127,-77.02210030494881,38.88770213546842
None,,1,2030,2016,ADA_APSPt_128,1471588242000,1719520978000,,{7960202F-887B-46C9-BD09-0BE39DD0152F},128,-76.99386518406814,38.903797259465996
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_129,1471989181000,1719520978000,,{BD874A1E-F4A9-45CD-AFC7-2601813961BB},129,-76.97911585357802,38.88766867677209
None,,1,2030,2016,ADA_APSPt_130,1472834336000,1719520978000,,{4327366A-3952-4207-8781-6074E15B0EEA},130,-77.06634439102241,38.9127881677975
Type B: 3-inch button (non-compliant),,1,2030,2016,ADA_APSPt_131,1469648664000,1719520978000,,{CBFC94DC-E024-4FDE-AABF-83636A8BE9A8},131,-77.05261710726974,38.96178975621606
Type B: 3-inch button (non-compliant),,1,2030,2016,ADA_APSPt_132,1473843250000,1719520978000,,{18BF5D8D-87E0-4D14-A7F6-CEAD0AA5AC85},132,-77.09027244227461,38.92745044447871
None,,1,2030,2016,ADA_APSPt_133,1473845808000,1719520978000,,{40B5B2D9-A3C0-45B4-938E-9986817F2991},133,-77.02724004872645,38.89973755286433
None,,1,2030,2016,ADA_APSPt_134,1471496838000,1719520978000,,{7B62B69A-A971-4ABB-88FD-729B0853CACD},134,-77.01608821907024,38.901417068617455
None,,1,2030,2016,ADA_APSPt_135,1473399043000,1719520978000,,{A238A115-FFB8-4D92-A969-3CEA2027D71E},135,-77.05461421555943,38.90518267617014
None,,1,2030,2016,ADA_APSPt_136,1472587559000,1719520978000,,{46576C1D-9F7A-41BC-91A8-3807EE2AD42C},136,-77.02800134338837,38.8861311277479
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_137,,1719520978000,,{75AF3773-7088-4DD5-B4A3-4A430F48ECE4},137,-77.03624143552831,38.96323124698566
None,,1,2030,2016,ADA_APSPt_138,1472583929000,1719520978000,,{75082ECA-C963-470F-BF21-A0775FF8478C},138,-76.95012898134293,38.86130491188919
Type A : Old version (non-compliant),,1,2030,2016,ADA_APSPt_139,1470681734000,1719520978000,,{D6162DBA-C333-4CBA-8EA6-A6DD27901224},139,-77.00045288467098,38.8309062158936
None,,1,2030,2016,ADA_APSPt_140,,1719520978000,,{724CB7F1-85ED-4C81-8821-8CD9266C62B1},140,-77.02786221685794,38.956161864810085
None,,1,2030,2016,ADA_APSPt_141,1471022272000,1719520978000,,{323E37E8-0CAB-4E94-9C07-7A645526CED6},141,-76.97616685378644,38.933046447330476
None,,1,2030,2016,ADA_APSPt_142,1470425193000,1719520978000,,{C257E835-9E8A-49A1-BC43-51FECF617A62},142,-76.99105882254806,38.82930199087019
None,,1,2030,2016,ADA_APSPt_143,1470679994000,1719520978000,,{4BCD2093-07D1-4D2A-8594-C8433C701CD5},143,-77.02602978574653,38.92675531833555
None,,1,2030,2016,ADA_APSPt_144,1470772148000,1719520978000,,{28BC8E39-C398-4DE3-91BD-0DE789EFF6F6},144,-77.00098545288225,38.93138738867001
None,,1,2030,2016,ADA_APSPt_145,1473928193000,1719520978000,,{5B1D4884-2EB9-4194-A810-255946F3D3DF},145,-77.02587897534167,38.89838169664035
None,,1,2030,2016,ADA_APSPt_146,1474018953000,1719520978000,,{DA899BCB-4D4F-4770-A26F-538F696935BC},146,-77.02001431708298,38.89721718081672
None,,1,2030,2016,ADA_APSPt_147,1471470658000,1719520978000,,{3BEA8BBF-24FF-4279-933F-D721C7630970},147,-77.01926886824299,38.94195081610476
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_148,1472676431000,1719520978000,,{ED26BE26-7049-4A01-844D-23E86049B693},148,-77.02206720707966,38.91552498286839
None,,1,2030,2016,ADA_APSPt_149,1471291971000,1719520978000,,{0B84C6F0-5BBD-4620-B67F-9CF10942967A},149,-77.01972807046485,38.90352755138937
None,,1,2030,2016,ADA_APSPt_150,1473398244000,1719520978000,,{54E9C47B-C6B5-4F71-A190-F17B3FC99918},150,-77.05485913548277,38.904053179519224
None,,1,2030,2016,ADA_APSPt_151,1472061037000,1719520978000,,{BEEFD96F-4F2C-4D77-96E4-8F4D965594BD},151,-76.97794480692481,38.91689462473737
None,,1,2030,2016,ADA_APSPt_152,1470764246000,1719520978000,,{69128F7F-15B0-42FF-8142-41EB57D62012},152,-77.02963130198438,38.923682857087876
None,,1,2030,2016,ADA_APSPt_153,1471580851000,1719520978000,,{9B9EA630-D995-4109-A611-719FEB3C7124},153,-77.00202351370362,38.90254985828358
None,,1,2030,2016,ADA_APSPt_154,1471022539000,1719520978000,,{9DFD4FC5-2BBC-48B5-A9F3-71AA6FB6E4DE},154,-76.98108529772009,38.850861398725314
Type C: Compliant version with Vibro-tactile and arrow,,1,2030,2016,ADA_APSPt_155,1473873975000,1719520978000,,{F2E08E9F-4071-4389-9456-167DDBCA3067},155,-77.04160948646435,38.90715268290946
None,,1,2030,2016,ADA_APSPt_156,1471417168000,1719520978000,,{2C318EDE-D3F3-4E6B-8F66-CFB418BDB9D3},156,-76.98710607761633,38.88621591256889
Type B: 3-inch button (non-compliant),,1,2030,2016,ADA_APSPt_157,1471995968000,1719520978000,,{D35A1C6B-F17E-43F4-A385-ECD3EE716AFB},157,-76.99507803615309,38.882844105398824
None,,1,2030,2016,ADA_APSPt_158,1470760911000,1719520978000,,{3E43050C-0F28-40C8-8639-D1D470EB5186},158,-76.94251589021594,38.90180099217574
None,,1,2030,2016,ADA_APSPt_159,1471585806000,1719520978000,,{1390CF1D-791C-45CE-87CE-24950520249F},159,-76.99831605421191,38.90607226230499
None,,1,2030,2016,ADA_APSPt_160,,1719520978000,,{DE63637B-9FBC-4DBF-B427-4AE7FF7AE6C0},160,-77.01996108158302,38.876268713781165
None,,1,2030,2016,ADA_APSPt_161,1471536437000,1719520978000,,{E078089E-9FB6-4DC1-B692-00F8ED13F400},161,-77.02414973107886,38.914044597696396
None,,1,2030,2016,ADA_APSPt_162,1473716394000,1719520978000,,{C793FF2B-8940-4076-ACB3-F4F74ED267A4},162,-77.04358086415411,38.92355381661849
